,기입날짜,별점,옵션,후기
0,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요","생각보단 양이 작습니다.
사진속에 있는 오징어는 2마리 양이예요.
짜다는 리뷰도 있어서 좀 걱정했는데 저는 한번 물로 씻어서 그런가 하나도 안짜고 좋았습니다.
그리고 제가 받은것은 진공포장이 안되어 있어서 좀 그랬어요. 
다음번에는 신경을 써 주시길 바랍니다."
1,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","오징어 사이사이 비닐이 있어서 둥글게 정리해서 냉동실에 보관할때 편해서 좋았어요, 아직 먹어보진 않았지만 오징어 쫀득한 느낌이 들어서 맛있을거 같아요"
2,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","오징어 통통하고 맛있어요.
오징어 10마리 사이사이에 비닐을 끼워주셔서 냉동상태에서 떼어내기가 쉬워요."
3,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","에프에 10분
너무 맛있어요"
4,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송완전빠르네요~맛나보여용~~^^잘먹겠습니당^^
5,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",비린맛 없이 쫀득하고 맛나요
6,23.04.24.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",이틀만에 다 먹어버렸어요~
7,23.04.23.,5,"옵션선택 [무료 아이스 포장]: 2. (중) 10마리 (1kg 내외)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",저렴하게 구매했어요~~ 맛있어오
8,23.04.23.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요","오징어 대자 주문해서 버터에도 구워먹고
오징어볶음해서 잘먹었습니다"
9,23.04.23.,5,"옵션선택 [무료 아이스 포장]: 2. (중) 10마리 (1kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",배송도 빠르고 크기도 좋고 맛있어요 다 먹고 또 시켜서 먹을 예정입니다ㅎㅎ
10,23.04.23.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
맛 만족도평범해요유통기한꽤 남았어요포장적당해요",맛있어요~~신랑이 좋아라 해서 계속 시킵니다~~
11,23.04.23.,5,"옵션선택 [무료 아이스 포장]: 2. (중) 10마리 (1kg 내외)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",잘 받았습니다. 많이 파세요
12,23.04.23.,5,"옵션선택 [무료 아이스 포장]: 2. (중) 10마리 (1kg 내외)
유통기한아주 넉넉해요포장적당해요맛 만족도맛있어요",다른분 리뷰보고 버터랑 구워먹었더니 맛있네요~~
13,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",냉동실에 쟁여놨어요 ㅎㄹ
14,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",녹지않고 꼼꼼히 잘왔어요
15,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있고 가싱비 좋아요
16,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 1. (소) 10마리 (800g 내외)
유통기한꽤 남았어요포장적당해요맛 만족도맛있어요",몇개씩 낱개 포장이 되면 좋겠어요.
17,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 2. (중) 10마리 (1kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",한장 한장 사이마다 비닐이 있어서 소분 할 때 너무 편했어용~! 받자마자 두마리는 구워먹었는데 완전 맛나용~ 계속 요기서 시켜야겠어용ㅋㅋ
18,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 1. (소) 10마리 (800g 내외)
유통기한꽤 남았어요포장꼼꼼해요맛 만족도맛있어요",비린내 하나 안 나고 신선해요. 데쳐서 건강하게 샐러드 해먹으니 굿
19,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛잇네요적당하게건조된것같고
20,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 1. (소) 10마리 (800g 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",오징어가 너무 신선하고 맛있어요
21,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",맛있어요 항상 애용합니다
22,23.04.22.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",아직 먹어보지 않았지만 포장상태좋고 배송빨라서 좋아요
23,23.04.21.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",항상 좋은상품 감사합니다
24,23.04.21.,5,"옵션선택 [무료 아이스 포장]: 3. (대) 10마리 (1.2kg 내외)
유통기한아주 넉넉해요포장꼼꼼해요맛 만족도맛있어요",항상 좋은상품 감사합니다
